feature_stem,deepnsd_model_string,model,train_task,train_data,architecture,model_class,display_name,metric,region,consensus_layer,subject_votes_for_consensus,n_subjects,mean_nsd_test_score_for_consensus_layer,mean_nsd_test_score_across_subject_train_selected_layers,selected_layers_by_subject
levit_128_random,levit_128_random,levit_128,random,,levit_128,Transformer,LeViT128,crsa,OTC,Linear-58,4,4,0.03162172234930795,0.03162172234930795,1:Linear-58;2:Linear-58;5:Linear-58;7:Linear-58
levit_128_random,levit_128_random,levit_128,random,,levit_128,Transformer,LeViT128,srpr,OTC,Linear-36,1,4,0.111930216368377,0.10273020114549418,1:Linear-35;2:Linear-34;5:Linear-36;7:Linear-33
levit_128_random,levit_128_random,levit_128,random,,levit_128,Transformer,LeViT128,wrsa,OTC,Hardswish-21,1,4,0.123633001603466,0.0953406106613423,1:Linear-35;2:Linear-34;5:Linear-27;7:Hardswish-21
mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x,segmentation,coco2017,mask_rcnn_R_50_FPN_3x,Convolutional,Mask-RCNN-ResNet50-FPN,crsa,OTC,FrozenBatchNorm2d-46,3,4,0.374439199400904,0.3633896697386005,1:FrozenBatchNorm2d-42;2:FrozenBatchNorm2d-46;5:FrozenBatchNorm2d-46;7:FrozenBatchNorm2d-46
mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x,segmentation,coco2017,mask_rcnn_R_50_FPN_3x,Convolutional,Mask-RCNN-ResNet50-FPN,srpr,OTC,FrozenBatchNorm2d-49,2,4,0.383791484990669,0.37259815776661176,1:FrozenBatchNorm2d-49;2:FrozenBatchNorm2d-45;5:FrozenBatchNorm2d-49;7:FrozenBatchNorm2d-46
mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x,segmentation,coco2017,mask_rcnn_R_50_FPN_3x,Convolutional,Mask-RCNN-ResNet50-FPN,wrsa,OTC,FrozenBatchNorm2d-48,1,4,0.721627957078706,0.670917144850728,1:FrozenBatchNorm2d-49;2:FrozenBatchNorm2d-42;5:FrozenBatchNorm2d-48;7:FrozenBatchNorm2d-46
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,MLP-Mixer-B16,crsa,OTC,Linear-39,4,4,0.34887432018768494,0.34887432018768494,1:Linear-39;2:Linear-39;5:Linear-39;7:Linear-39
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,MLP-Mixer-B16,srpr,OTC,Linear-35,2,4,0.384433596640267,0.3712722552334665,1:Linear-35;2:Linear-37;5:Linear-35;7:Linear-37
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,MLP-Mixer-B16,wrsa,OTC,GELU-21,2,4,0.654505532203567,0.662343797298573,1:LayerNorm-21;2:Linear-39;5:GELU-21;7:GELU-21
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,Mixer-B16-IN22K,crsa,OTC,LayerNorm-18,4,4,0.26864952533445996,0.26864952533445996,1:LayerNorm-18;2:LayerNorm-18;5:LayerNorm-18;7:LayerNorm-18
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,Mixer-B16-IN22K,srpr,OTC,Linear-39,2,4,0.39140802986469503,0.36269017143153703,1:Linear-35;2:Linear-39;5:Linear-39;7:Linear-35
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,Mixer-B16-IN22K,wrsa,OTC,Linear-35,4,4,0.6407124859055457,0.6407124859055457,1:Linear-35;2:Linear-35;5:Linear-35;7:Linear-35
mixer_b16_224_random,mixer_b16_224_random,mixer_b16_224,random,,mixer_b16_224,MLP-Mixer,MLP-Mixer-B16,crsa,OTC,Linear-44,3,4,0.07217843145433583,0.06935883365289955,1:Linear-44;2:Linear-28;5:Linear-44;7:Linear-44
mixer_b16_224_random,mixer_b16_224_random,mixer_b16_224,random,,mixer_b16_224,MLP-Mixer,MLP-Mixer-B16,srpr,OTC,GELU-13,2,4,0.12183988206602,0.11961777083077375,1:GELU-13;2:GELU-13;5:Identity-20;7:Identity-20
mixer_b16_224_random,mixer_b16_224_random,mixer_b16_224,random,,mixer_b16_224,MLP-Mixer,MLP-Mixer-B16,wrsa,OTC,GELU-23,2,4,0.114841724814281,0.10264415578698002,1:Linear-32;2:LayerNorm-14;5:GELU-23;7:GELU-23
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,MLP-Mixer-L16,crsa,OTC,Linear-79,4,4,0.3508279976026393,0.3508279976026393,1:Linear-79;2:Linear-79;5:Linear-79;7:Linear-79
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,MLP-Mixer-L16,srpr,OTC,Linear-71,3,4,0.38340349089557835,0.367649020426015,1:Linear-71;2:Linear-71;5:Linear-71;7:Linear-79
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,MLP-Mixer-L16,wrsa,OTC,Linear-77,2,4,0.6698665481610135,0.667711534985612,1:Linear-77;2:Linear-77;5:Identity-40;7:Linear-79
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,Mixer-L16-IN22K,crsa,OTC,Linear-95,3,4,0.24050554571018634,0.23448775889888876,1:Linear-95;2:Linear-95;5:Linear-95;7:Linear-71
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,Mixer-L16-IN22K,srpr,OTC,Linear-71,2,4,0.38377073754777,0.37030713405569926,1:Linear-71;2:Linear-67;5:Linear-71;7:Linear-63
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,Mixer-L16-IN22K,wrsa,OTC,Linear-63,2,4,0.677148881191987,0.6800875580034258,1:Linear-67;2:LayerNorm-36;5:Linear-63;7:Linear-63
mixer_l16_224_random,mixer_l16_224_random,mixer_l16_224,random,,mixer_l16_224,MLP-Mixer,MLP-Mixer-L16,crsa,OTC,GELU-33,3,4,0.07477229529588734,0.0720664532952614,1:GELU-33;2:Linear-93;5:GELU-33;7:GELU-33
mixer_l16_224_random,mixer_l16_224_random,mixer_l16_224,random,,mixer_l16_224,MLP-Mixer,MLP-Mixer-L16,srpr,OTC,GELU-35,1,4,0.135883796119795,0.11865658706242059,1:Identity-36;2:Identity-32;5:GELU-35;7:Linear-68
mixer_l16_224_random,mixer_l16_224_random,mixer_l16_224,random,,mixer_l16_224,MLP-Mixer,MLP-Mixer-L16,wrsa,OTC,GELU-35,3,4,0.11419477645375702,0.11268620645045926,1:GELU-35;2:GELU-35;5:GELU-35;7:Linear-68
mnasnet1_0_classification,mnasnet1_0_classification,mnasnet1_0,classification,imagenet,mnasnet1_0,Convolutional,MNASNet1.0,crsa,OTC,BatchNorm2d-47,3,4,0.37022980632695096,0.36897583890590124,1:BatchNorm2d-47;2:BatchNorm2d-46;5:BatchNorm2d-47;7:BatchNorm2d-47
mnasnet1_0_classification,mnasnet1_0_classification,mnasnet1_0,classification,imagenet,mnasnet1_0,Convolutional,MNASNet1.0,srpr,OTC,Conv2d-44,2,4,0.3790775545283565,0.37788890922315327,1:Conv2d-44;2:Conv2d-44;5:BatchNorm2d-47;7:Conv2d-47
mnasnet1_0_classification,mnasnet1_0_classification,mnasnet1_0,classification,imagenet,mnasnet1_0,Convolutional,MNASNet1.0,wrsa,OTC,Conv2d-47,2,4,0.6346724426830925,0.673052513612464,1:Conv2d-47;2:BatchNorm2d-50;5:BatchNorm2d-47;7:Conv2d-47
mnasnet1_0_random,mnasnet1_0_random,mnasnet1_0,random,,mnasnet1_0,Convolutional,MNASNet1.0,crsa,OTC,Linear-1,4,4,0.0653426626922753,0.0653426626922753,1:Linear-1;2:Linear-1;5:Linear-1;7:Linear-1
mnasnet1_0_random,mnasnet1_0_random,mnasnet1_0,random,,mnasnet1_0,Convolutional,MNASNet1.0,srpr,OTC,Linear-1,3,4,0.11103026128063033,0.11747339395323,1:Linear-1;2:Linear-1;5:ReLU-23;7:Linear-1
mnasnet1_0_random,mnasnet1_0_random,mnasnet1_0,random,,mnasnet1_0,Convolutional,MNASNet1.0,wrsa,OTC,BatchNorm2d-38,2,4,0.115657505014782,0.1154793221110515,1:Conv2d-38;2:BatchNorm2d-38;5:ReLU-23;7:BatchNorm2d-38
mobilenet_v2_classification,mobilenet_v2_classification,mobilenet_v2,classification,imagenet,mobilenet_v2,Convolutional,MobileNet-V2,crsa,OTC,BatchNorm2d-50,4,4,0.35782048248245324,0.35782048248245324,1:BatchNorm2d-50;2:BatchNorm2d-50;5:BatchNorm2d-50;7:BatchNorm2d-50
mobilenet_v2_classification,mobilenet_v2_classification,mobilenet_v2,classification,imagenet,mobilenet_v2,Convolutional,MobileNet-V2,srpr,OTC,BatchNorm2d-50,4,4,0.38070068839146926,0.38070068839146926,1:BatchNorm2d-50;2:BatchNorm2d-50;5:BatchNorm2d-50;7:BatchNorm2d-50
mobilenet_v2_classification,mobilenet_v2_classification,mobilenet_v2,classification,imagenet,mobilenet_v2,Convolutional,MobileNet-V2,wrsa,OTC,BatchNorm2d-50,2,4,0.6857892452904365,0.6756742715704389,1:BatchNorm2d-50;2:BatchNorm2d-50;5:Conv2d-50;7:BatchNorm2d-47
mobilenet_v2_random,mobilenet_v2_random,mobilenet_v2,random,,mobilenet_v2,Convolutional,MobileNet-V2,crsa,OTC,BatchNorm2d-27,3,4,0.04905616105373034,0.043373326651432204,1:BatchNorm2d-27;2:BatchNorm2d-27;5:BatchNorm2d-27;7:Dropout-1
mobilenet_v2_random,mobilenet_v2_random,mobilenet_v2,random,,mobilenet_v2,Convolutional,MobileNet-V2,srpr,OTC,Dropout-1,2,4,0.1127242238607675,0.11588534332747175,1:Linear-1;2:Dropout-1;5:BatchNorm2d-27;7:Dropout-1
mobilenet_v2_random,mobilenet_v2_random,mobilenet_v2,random,,mobilenet_v2,Convolutional,MobileNet-V2,wrsa,OTC,ReLU6-29,2,4,0.0992958681542058,0.09984876726429029,1:ReLU6-29;2:Conv2d-36;5:ReLU6-29;7:ReLU6-20
mobilenetv3_large_100_classification,mobilenetv3_large_100_classification,mobilenetv3_large_100,classification,imagenet,mobilenetv3_large_100,Convolutional,MobileNet-V3-Large,crsa,OTC,ReLU-17,2,4,0.41952606856680097,0.4120165414169997,1:ReLU-18;2:ReLU-17;5:ReLU-17;7:ReLU-18
mobilenetv3_large_100_classification,mobilenetv3_large_100_classification,mobilenetv3_large_100,classification,imagenet,mobilenetv3_large_100,Convolutional,MobileNet-V3-Large,srpr,OTC,Identity-74,2,4,0.3472610824138625,0.3764160758841293,1:Identity-74;2:Identity-69;5:Hardsigmoid-7;7:Identity-74
mobilenetv3_large_100_classification,mobilenetv3_large_100_classification,mobilenetv3_large_100,classification,imagenet,mobilenetv3_large_100,Convolutional,MobileNet-V3-Large,wrsa,OTC,AdaptiveAvgPool2d-1,2,4,0.6758200329653125,0.6762267262728667,1:Hardswish-19;2:Identity-74;5:AdaptiveAvgPool2d-1;7:AdaptiveAvgPool2d-1
mobilenetv3_large_100_random,mobilenetv3_large_100_random,mobilenetv3_large_100,random,,mobilenetv3_large_100,Convolutional,MobileNet-V3-Large,crsa,OTC,Identity-50,1,4,0.019908915562508,0.00924895106872645,1:Identity-50;2:Conv2d-40;5:Hardswish-11;7:ReLU-15
mobilenetv3_large_100_random,mobilenetv3_large_100_random,mobilenetv3_large_100,random,,mobilenetv3_large_100,Convolutional,MobileNet-V3-Large,srpr,OTC,Hardswish-7,1,4,0.0918751502888178,0.08482566821660932,1:Conv2d-41;2:Hardswish-7;5:Identity-49;7:Conv2d-33
mobilenetv3_large_100_random,mobilenetv3_large_100_random,mobilenetv3_large_100,random,,mobilenetv3_large_100,Convolutional,MobileNet-V3-Large,wrsa,OTC,Hardswish-7,2,4,0.055919791399376695,0.0570721362434575,1:Identity-44;2:Hardswish-7;5:Hardswish-7;7:Conv2d-40
nf_resnet50_classification,nf_resnet50_classification,nf_resnet50,classification,imagenet,nf_resnet50,Convolutional,NF-ResNet50,crsa,OTC,ScaledStdConv2d-48,4,4,0.40066495211598824,0.40066495211598824,1:ScaledStdConv2d-48;2:ScaledStdConv2d-48;5:ScaledStdConv2d-48;7:ScaledStdConv2d-48
nf_resnet50_classification,nf_resnet50_classification,nf_resnet50,classification,imagenet,nf_resnet50,Convolutional,NF-ResNet50,srpr,OTC,ScaledStdConv2d-49,4,4,0.3783499244431857,0.3783499244431857,1:ScaledStdConv2d-49;2:ScaledStdConv2d-49;5:ScaledStdConv2d-49;7:ScaledStdConv2d-49
nf_resnet50_classification,nf_resnet50_classification,nf_resnet50,classification,imagenet,nf_resnet50,Convolutional,NF-ResNet50,wrsa,OTC,ScaledStdConv2d-49,3,4,0.714627843639525,0.691458182434738,1:ScaledStdConv2d-49;2:ScaledStdConv2d-49;5:ScaledStdConv2d-49;7:ScaledStdConv2d-48
nf_resnet50_random,nf_resnet50_random,nf_resnet50,random,,nf_resnet50,Convolutional,NF-ResNet50,crsa,OTC,ReLU-45,2,4,0.07907550775550981,0.0833226902598482,1:ReLU-45;2:ReLU-45;5:ScaledStdConv2d-41;7:ReLU-39
nf_resnet50_random,nf_resnet50_random,nf_resnet50,random,,nf_resnet50,Convolutional,NF-ResNet50,srpr,OTC,Linear-1,3,4,0.15874275683795633,0.17018602071210726,1:Linear-1;2:Linear-1;5:AdaptiveAvgPool2d-1;7:Linear-1
nf_resnet50_random,nf_resnet50_random,nf_resnet50,random,,nf_resnet50,Convolutional,NF-ResNet50,wrsa,OTC,AdaptiveAvgPool2d-1,4,4,0.28017834078125353,0.28017834078125353,1:AdaptiveAvgPool2d-1;2:AdaptiveAvgPool2d-1;5:AdaptiveAvgPool2d-1;7:AdaptiveAvgPool2d-1
nfnet_l0_classification,nfnet_l0_classification,nfnet_l0,classification,imagenet,nfnet_l0,Convolutional,NF-Net-L0,crsa,OTC,Conv2d-61,4,4,0.4172049643338117,0.4172049643338117,1:Conv2d-61;2:Conv2d-61;5:Conv2d-61;7:Conv2d-61
nfnet_l0_classification,nfnet_l0_classification,nfnet_l0,classification,imagenet,nfnet_l0,Convolutional,NF-Net-L0,srpr,OTC,AvgPool2d-3,2,4,0.381795510903626,0.37782795586124074,1:AvgPool2d-3;2:AvgPool2d-3;5:Sigmoid-7;7:Sigmoid-7
nfnet_l0_classification,nfnet_l0_classification,nfnet_l0,classification,imagenet,nfnet_l0,Convolutional,NF-Net-L0,wrsa,OTC,AvgPool2d-3,2,4,0.685506231176606,0.6826397683908436,1:AvgPool2d-3;2:AvgPool2d-3;5:Conv2d-48;7:ScaledStdConv2d-42
nfnet_l0_random,nfnet_l0_random,nfnet_l0,random,,nfnet_l0,Convolutional,NF-Net-L0,crsa,OTC,ScaledStdConv2d-57,2,4,0.08648057463829865,0.07988541093869002,1:ScaledStdConv2d-57;2:ScaledStdConv2d-54;5:ScaledStdConv2d-57;7:ScaledStdConv2d-55
nfnet_l0_random,nfnet_l0_random,nfnet_l0,random,,nfnet_l0,Convolutional,NF-Net-L0,srpr,OTC,AdaptiveAvgPool2d-1,2,4,0.1248000326450125,0.10463006068946593,1:AvgPool2d-3;2:AdaptiveAvgPool2d-1;5:AdaptiveAvgPool2d-1;7:Linear-1
nfnet_l0_random,nfnet_l0_random,nfnet_l0,random,,nfnet_l0,Convolutional,NF-Net-L0,wrsa,OTC,AvgPool2d-3,2,4,0.0608235246746127,0.09371714270690693,1:AvgPool2d-3;2:ScaledStdConv2d-53;5:AdaptiveAvgPool2d-1;7:AvgPool2d-3
nonfixated_pose_taskonomy,nonfixated_pose_taskonomy,nonfixated_pose,taskonomy,taskonomy,resnet50,Convolutional,Camera Pose (Nonfixated),crsa,OTC,ReLU-37,3,4,0.09207224271409233,0.09498408519271351,1:ReLU-40;2:ReLU-37;5:ReLU-37;7:ReLU-37
nonfixated_pose_taskonomy,nonfixated_pose_taskonomy,nonfixated_pose,taskonomy,taskonomy,resnet50,Convolutional,Camera Pose (Nonfixated),srpr,OTC,ReLU-26,3,4,0.15526057205415567,0.15673370295537326,1:ReLU-26;2:BatchNorm2d-41;5:ReLU-26;7:ReLU-26
nonfixated_pose_taskonomy,nonfixated_pose_taskonomy,nonfixated_pose,taskonomy,taskonomy,resnet50,Convolutional,Camera Pose (Nonfixated),wrsa,OTC,BatchNorm2d-47,3,4,0.15164123458603265,0.1533390966700955,1:BatchNorm2d-47;2:BatchNorm2d-47;5:BatchNorm2d-47;7:ReLU-40
normal_taskonomy,normal_taskonomy,normal,taskonomy,taskonomy,resnet50,Convolutional,Surface Normals,crsa,OTC,Conv2d-36,4,4,0.15357255826056276,0.15357255826056276,1:Conv2d-36;2:Conv2d-36;5:Conv2d-36;7:Conv2d-36
normal_taskonomy,normal_taskonomy,normal,taskonomy,taskonomy,resnet50,Convolutional,Surface Normals,srpr,OTC,BatchNorm2d-36,3,4,0.237649696912025,0.2436549063739205,1:BatchNorm2d-36;2:Conv2d-35;5:BatchNorm2d-36;7:BatchNorm2d-36
normal_taskonomy,normal_taskonomy,normal,taskonomy,taskonomy,resnet50,Convolutional,Surface Normals,wrsa,OTC,BatchNorm2d-44,1,4,0.358694036976923,0.338698014974659,1:ReLU-43;2:BatchNorm2d-44;5:ReLU-40;7:ReLU-37
pit_b_224_classification,pit_b_224_classification,pit_b_224,classification,imagenet,pit_b_224,Transformer,PiT-B-224,crsa,OTC,LayerNorm-20,3,4,0.27178542783079235,0.2718260371197325,1:LayerNorm-19;2:LayerNorm-20;5:LayerNorm-20;7:LayerNorm-20
pit_b_224_classification,pit_b_224_classification,pit_b_224,classification,imagenet,pit_b_224,Transformer,PiT-B-224,srpr,OTC,Linear-39,4,4,0.36670121558678653,0.36670121558678653,1:Linear-39;2:Linear-39;5:Linear-39;7:Linear-39
pit_b_224_classification,pit_b_224_classification,pit_b_224,classification,imagenet,pit_b_224,Transformer,PiT-B-224,wrsa,OTC,Conv2d-3,3,4,0.6296291124827853,0.6379944668526143,1:Conv2d-3;2:Linear-39;5:Conv2d-3;7:Conv2d-3
pit_b_224_random,pit_b_224_random,pit_b_224,random,,pit_b_224,Transformer,PiT-B-224,crsa,OTC,Dropout-34,2,4,0.0634470432386039,0.0679405818943177,1:Dropout-30;2:Dropout-34;5:Dropout-46;7:Dropout-34
pit_b_224_random,pit_b_224_random,pit_b_224,random,,pit_b_224,Transformer,PiT-B-224,srpr,OTC,Linear-31,2,4,0.1148264803491235,0.11228051295534058,1:Linear-31;2:Linear-31;5:Linear-35;7:LayerNorm-27
pit_b_224_random,pit_b_224_random,pit_b_224,random,,pit_b_224,Transformer,PiT-B-224,wrsa,OTC,Linear-35,1,4,0.117690399183425,0.09778334128399752,1:LayerNorm-22;2:Linear-44;5:Linear-35;7:Linear-40
pit_ti_224_classification,pit_ti_224_classification,pit_ti_224,classification,imagenet,pit_ti_224,Transformer,PiT-T-224,crsa,OTC,Linear-36,4,4,0.39438836295011753,0.39438836295011753,1:Linear-36;2:Linear-36;5:Linear-36;7:Linear-36
pit_ti_224_classification,pit_ti_224_classification,pit_ti_224,classification,imagenet,pit_ti_224,Transformer,PiT-T-224,srpr,OTC,Linear-39,2,4,0.34529585574083255,0.3725279744677312,1:Linear-39;2:Linear-37;5:Linear-36;7:Linear-39
pit_ti_224_classification,pit_ti_224_classification,pit_ti_224,classification,imagenet,pit_ti_224,Transformer,PiT-T-224,wrsa,OTC,Linear-43,2,4,0.6919250529918906,0.6623157112311542,1:Linear-43;2:Block-9;5:Linear-43;7:Linear-39
pit_ti_224_random,pit_ti_224_random,pit_ti_224,random,,pit_ti_224,Transformer,PiT-T-224,crsa,OTC,Dropout-26,4,4,0.04559264463369887,0.04559264463369887,1:Dropout-26;2:Dropout-26;5:Dropout-26;7:Dropout-26
pit_ti_224_random,pit_ti_224_random,pit_ti_224,random,,pit_ti_224,Transformer,PiT-T-224,srpr,OTC,Linear-27,3,4,0.11316868164473433,0.10663757914248348,1:Linear-27;2:Linear-27;5:Linear-27;7:Linear-48
pit_ti_224_random,pit_ti_224_random,pit_ti_224,random,,pit_ti_224,Transformer,PiT-T-224,wrsa,OTC,Linear-26,1,4,0.115826295331778,0.09309786017438595,1:GELU-7;2:GELU-8;5:Linear-26;7:Transformer-5-2
point_matching_taskonomy,point_matching_taskonomy,point_matching,taskonomy,taskonomy,resnet50,Convolutional,Point Matching,crsa,OTC,BatchNorm2d-30,2,4,0.09562956053610575,0.09343678686629688,1:Conv2d-29;2:BatchNorm2d-30;5:BatchNorm2d-30;7:Conv2d-30
point_matching_taskonomy,point_matching_taskonomy,point_matching,taskonomy,taskonomy,resnet50,Convolutional,Point Matching,srpr,OTC,ReLU-31,4,4,0.1893867161805155,0.1893867161805155,1:ReLU-31;2:ReLU-31;5:ReLU-31;7:ReLU-31
point_matching_taskonomy,point_matching_taskonomy,point_matching,taskonomy,taskonomy,resnet50,Convolutional,Point Matching,wrsa,OTC,ReLU-31,3,4,0.21722947874728135,0.21552770462280074,1:ReLU-31;2:ReLU-31;5:ReLU-31;7:ReLU-28
poolformer_s36_classification,poolformer_s36_classification,poolformer_s36,classification,imagenet,poolformer_s36,Transformer,PoolFormer-S36,crsa,OTC,GroupNorm1-62,4,4,0.3636489765994005,0.3636489765994005,1:GroupNorm1-62;2:GroupNorm1-62;5:GroupNorm1-62;7:GroupNorm1-62
poolformer_s36_classification,poolformer_s36_classification,poolformer_s36,classification,imagenet,poolformer_s36,Transformer,PoolFormer-S36,srpr,OTC,AvgPool2d-30,2,4,0.4121710901107015,0.38134726178074624,1:GroupNorm1-60;2:AvgPool2d-30;5:AvgPool2d-30;7:GroupNorm1-60
poolformer_s36_classification,poolformer_s36_classification,poolformer_s36,classification,imagenet,poolformer_s36,Transformer,PoolFormer-S36,wrsa,OTC,AvgPool2d-31,1,4,0.742901091092922,0.6851014527546172,1:AvgPool2d-29;2:Conv2d-64;5:AvgPool2d-31;7:GroupNorm1-60
poolformer_s36_random,poolformer_s36_random,poolformer_s36,random,,poolformer_s36,Transformer,PoolFormer-S36,crsa,OTC,Conv2d-57,2,4,0.05842702120395685,0.0574040880844803,1:Identity-84;2:Identity-84;5:Conv2d-57;7:Conv2d-57
poolformer_s36_random,poolformer_s36_random,poolformer_s36,random,,poolformer_s36,Transformer,PoolFormer-S36,srpr,OTC,Conv2d-68,1,4,0.119133138142672,0.10504012850229479,1:GELU-35;2:Conv2d-68;5:Identity-75;7:Linear-1
poolformer_s36_random,poolformer_s36_random,poolformer_s36,random,,poolformer_s36,Transformer,PoolFormer-S36,wrsa,OTC,Conv2d-45,1,4,0.0973535851139919,0.0942273195435448,1:Conv2d-45;2:Identity-66;5:AvgPool2d-36;7:GELU-35
random_weights_taskonomy,random_weights_taskonomy,random_weights,taskonomy,,resnet50,Convolutional,Random Weights,crsa,OTC,ReLU-25,4,4,0.03666837421146873,0.03666837421146873,1:ReLU-25;2:ReLU-25;5:ReLU-25;7:ReLU-25
random_weights_taskonomy,random_weights_taskonomy,random_weights,taskonomy,,resnet50,Convolutional,Random Weights,srpr,OTC,ReLU-26,1,4,0.133675118676426,0.12638887554578326,1:ReLU-30;2:ReLU-26;5:Conv2d-50;7:ReLU-35
random_weights_taskonomy,random_weights_taskonomy,random_weights,taskonomy,,resnet50,Convolutional,Random Weights,wrsa,OTC,Conv2d-46,2,4,0.124532047613581,0.12459285100885675,1:Conv2d-46;2:Conv2d-46;5:ReLU-42;7:ReLU-45
regnetx_064_classification,regnetx_064_classification,regnetx_064,classification,imagenet,regnetx_064,Convolutional,RegNetX-64,crsa,OTC,Identity-82,4,4,0.30305588189043275,0.30305588189043275,1:Identity-82;2:Identity-82;5:Identity-82;7:Identity-82
regnetx_064_classification,regnetx_064_classification,regnetx_064,classification,imagenet,regnetx_064,Convolutional,RegNetX-64,srpr,OTC,Conv2d-50,2,4,0.3717738972320055,0.36342989271645854,1:Conv2d-50;2:Conv2d-47;5:Conv2d-50;7:Conv2d-38
regnetx_064_classification,regnetx_064_classification,regnetx_064,classification,imagenet,regnetx_064,Convolutional,RegNetX-64,wrsa,OTC,Conv2d-48,4,4,0.673858365291194,0.673858365291194,1:Conv2d-48;2:Conv2d-48;5:Conv2d-48;7:Conv2d-48
regnetx_064_random,regnetx_064_random,regnetx_064,random,,regnetx_064,Convolutional,RegNetX-64,crsa,OTC,Conv2d-29,4,4,0.039195897409643375,0.039195897409643375,1:Conv2d-29;2:Conv2d-29;5:Conv2d-29;7:Conv2d-29
regnetx_064_random,regnetx_064_random,regnetx_064,random,,regnetx_064,Convolutional,RegNetX-64,srpr,OTC,Linear-1,3,4,0.09410428254291237,0.09916045627958228,1:Linear-1;2:Linear-1;5:ReLU-51;7:Linear-1
regnetx_064_random,regnetx_064_random,regnetx_064,random,,regnetx_064,Convolutional,RegNetX-64,wrsa,OTC,Conv2d-28,3,4,0.0733292362826245,0.07532928795366177,1:Conv2d-28;2:Conv2d-28;5:Conv2d-28;7:Conv2d-37
regnety_064_classification,regnety_064_classification,regnety_064,classification,imagenet,regnety_064,Convolutional,RegNetY-64,crsa,OTC,ReLU-67,4,4,0.37233085851249204,0.37233085851249204,1:ReLU-67;2:ReLU-67;5:ReLU-67;7:ReLU-67
regnety_064_classification,regnety_064_classification,regnety_064,classification,imagenet,regnety_064,Convolutional,RegNetY-64,srpr,OTC,Conv2d-86,2,4,0.36683933979377603,0.3642681076644205,1:Conv2d-86;2:Conv2d-86;5:Identity-118;7:Identity-118
regnety_064_classification,regnety_064_classification,regnety_064,classification,imagenet,regnety_064,Convolutional,RegNetY-64,wrsa,OTC,Conv2d-96,2,4,0.67653893251936,0.6697906508668511,1:Conv2d-96;2:Conv2d-96;5:Identity-132;7:Identity-132
regnety_064_random,regnety_064_random,regnety_064,random,,regnety_064,Convolutional,RegNetY-64,crsa,OTC,Identity-159,2,4,0.05465773063174745,0.05212134670534957,1:Identity-159;2:Identity-159;5:Conv2d-80;7:Sigmoid-13
regnety_064_random,regnety_064_random,regnety_064,random,,regnety_064,Convolutional,RegNetY-64,srpr,OTC,Conv2d-77,3,4,0.12352345770490032,0.12293518938011849,1:Conv2d-77;2:Conv2d-77;5:ReLU-72;7:Conv2d-77
regnety_064_random,regnety_064_random,regnety_064,random,,regnety_064,Convolutional,RegNetY-64,wrsa,OTC,Sigmoid-17,2,4,0.11609531253303451,0.1153072699001525,1:Conv2d-77;2:Sigmoid-19;5:Sigmoid-17;7:Sigmoid-17
reshading_taskonomy,reshading_taskonomy,reshading,taskonomy,taskonomy,resnet50,Convolutional,Reshading,crsa,OTC,Conv2d-30,4,4,0.16105227520638077,0.16105227520638077,1:Conv2d-30;2:Conv2d-30;5:Conv2d-30;7:Conv2d-30
reshading_taskonomy,reshading_taskonomy,reshading,taskonomy,taskonomy,resnet50,Convolutional,Reshading,srpr,OTC,BatchNorm2d-45,3,4,0.24118447257254302,0.24809719411951675,1:BatchNorm2d-45;2:BatchNorm2d-45;5:Conv2d-42;7:BatchNorm2d-45
