region,comparison_id,comparison,eval_type,level,n_obs,n_subjects,n_models,mean,median,std,sem
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,depth_zbuffer,5,5,1,0.17427177131175994,0.18142393231391907,0.038265225164701266,0.017112728928521524
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,edge_occlusion,5,5,1,0.1417124316096306,0.1516696959733963,0.026024259022867462,0.011638402447838779
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,edge_texture,5,5,1,0.15879567936062813,0.1804768592119217,0.06950357432264415,0.031082943372928242
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,egomotion,5,5,1,0.10447340533137321,0.10598371177911758,0.05218108135552386,0.023336089010079643
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,fixated_pose,5,5,1,0.09812072515487671,0.10797297209501266,0.057614889703656774,0.02576616197870585
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,inpainting,5,5,1,0.032805864699184895,0.031787775456905365,0.013110913350576894,0.005863378699799893
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,jigsaw,5,5,1,0.06306594461202622,0.05844679847359657,0.03311402660559807,0.01480904289977078
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,keypoints2d,5,5,1,0.08516907319426537,0.08666042983531952,0.0639134258502188,0.0285829529751963
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,keypoints3d,5,5,1,0.22461030185222625,0.23001714050769806,0.04536254193329075,0.020286745479004567
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,nonfixated_pose,5,5,1,0.0458273625234142,0.04978330433368683,0.04028970443700263,0.018018103582902553
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,normal,5,5,1,0.16533174514770507,0.15878939628601074,0.05268839417577707,0.023562966200468306
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,point_matching,5,5,1,0.130918650329113,0.13163265585899353,0.04523685239611368,0.020230535409166885
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,random_weights,5,5,1,0.04554712940007448,0.054308366030454636,0.058412057350292965,0.02612266618817426
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,reshading,5,5,1,0.1717141091823578,0.17384345829486847,0.01906167758412652,0.008524641368658173
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,room_layout,5,5,1,0.16263068467378616,0.1647997945547104,0.035380088053583725,0.015822456387548284
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,segment_semantic,5,5,1,0.14255048036575318,0.14121393859386444,0.027079845620286154,0.012110475125431959
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,segment_unsup25d,5,5,1,0.1794021651148796,0.17823360860347748,0.0568782911258194,0.025436745080271043
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,segment_unsup2d,5,5,1,0.2472067654132843,0.28679144382476807,0.10776685596560881,0.04819480313210601
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,vanishing_point,5,5,1,-0.0030616105534136294,0.006206814665347338,0.01541028932872661,0.00689169089839446
laion-lateral,contrastive_self_supervised,Contrastive Self-Supervised Learning,crsa,Non-Contrastive,20,5,4,0.1347488161176443,0.13689415156841278,0.02954039271731478,0.006605432619795557
laion-lateral,contrastive_self_supervised,Contrastive Self-Supervised Learning,crsa,Contrastive,30,5,6,0.23836254626512526,0.23131493479013443,0.0413122517340696,0.007542550725360611
laion-lateral,contrastive_self_supervised,Contrastive Self-Supervised Learning,wrsa,Non-Contrastive,20,5,4,0.31079288348555567,0.30912062525749207,0.07102362926193814,0.01588136630384369
laion-lateral,contrastive_self_supervised,Contrastive Self-Supervised Learning,wrsa,Contrastive,30,5,6,0.40868737002213795,0.40300458669662476,0.04426597303417019,0.008081823986910137
laion-lateral,language_alignment,Language Alignment,crsa,SimCLR,15,5,3,0.0879232489814361,0.09819885343313217,0.03855354711384371,0.009954483060609315
laion-lateral,language_alignment,Language Alignment,crsa,CLIP,15,5,3,0.08801309267679851,0.080980084836483,0.028457232834106276,0.0073476259230426996
laion-lateral,language_alignment,Language Alignment,crsa,SLIP,15,5,3,0.09638705564041933,0.09331949800252914,0.04466287061132463,0.01153190360476513
laion-lateral,language_alignment,Language Alignment,wrsa,SimCLR,15,5,3,0.4033454974492391,0.3942064344882965,0.04469315248245954,0.01153972235027163
laion-lateral,language_alignment,Language Alignment,wrsa,CLIP,15,5,3,0.38419060508410136,0.3760024905204773,0.05085559061062499,0.013130857033099522
laion-lateral,language_alignment,Language Alignment,wrsa,SLIP,15,5,3,0.4017557362715403,0.3933688700199127,0.05485628965300231,0.014163833084053877
laion-lateral,imagenet_size,ImageNet1K versus ImageNet21K,crsa,imagenet,60,5,12,0.14000427226225534,0.13734272867441177,0.030306033466081215,0.003912492096791239
laion-lateral,imagenet_size,ImageNet1K versus ImageNet21K,crsa,imagenet21k,60,5,12,0.14562101780126493,0.1425180360674858,0.034100647493724476,0.004402374661269486
laion-lateral,imagenet_size,ImageNet1K versus ImageNet21K,wrsa,imagenet,60,5,12,0.4043459326028824,0.4025852382183075,0.05133696317752616,0.006627573447714074
laion-lateral,imagenet_size,ImageNet1K versus ImageNet21K,wrsa,imagenet21k,60,5,12,0.3971550842126211,0.40494203567504883,0.05360149502239527,0.006919923251785221
laion-lateral,objects_faces_places,"Objects, Faces, Places",crsa,imagenet,5,5,1,0.2369760423898697,0.25049492716789246,0.047449335743421694,0.021219988041900284
laion-lateral,objects_faces_places,"Objects, Faces, Places",crsa,openimages,5,5,1,0.2194568395614624,0.22217170894145966,0.03306785858110133,0.014788395931538464
laion-lateral,objects_faces_places,"Objects, Faces, Places",crsa,places256,5,5,1,0.18438837230205535,0.19055186212062836,0.040700586764291787,0.01820185574581693
laion-lateral,objects_faces_places,"Objects, Faces, Places",crsa,vggface2,5,5,1,0.22679825127124786,0.21864990890026093,0.02237394232018092,0.01000593119051678
laion-lateral,objects_faces_places,"Objects, Faces, Places",wrsa,imagenet,5,5,1,0.3475488185882568,0.35287871956825256,0.022731655019315386,0.010165905172852699
laion-lateral,objects_faces_places,"Objects, Faces, Places",wrsa,openimages,5,5,1,0.3320214569568634,0.3312925100326538,0.02820311404866564,0.012612816037999136
laion-lateral,objects_faces_places,"Objects, Faces, Places",wrsa,places256,5,5,1,0.26275368928909304,0.2659812271595001,0.0211497891351788,0.009458473243209257
laion-lateral,objects_faces_places,"Objects, Faces, Places",wrsa,vggface2,5,5,1,0.3061107903718948,0.31390273571014404,0.08836115563400515,0.039516310113614804
laion-ventral,architecture,CNNs versus Transformers,crsa,Convolutional,165,5,33,0.22176283837267846,0.2308802604675293,0.05641077046589742,0.0043915725247039164
laion-ventral,architecture,CNNs versus Transformers,crsa,Transformer,105,5,21,0.1509628431782836,0.14307400584220886,0.052691946468367466,0.005142207440228002
laion-ventral,architecture,CNNs versus Transformers,wrsa,Convolutional,165,5,33,0.466005708954551,0.4689778685569763,0.06124612953331578,0.00476800471756662
laion-ventral,architecture,CNNs versus Transformers,wrsa,Transformer,105,5,21,0.4792536306948889,0.47781917452812195,0.04712200403740609,0.0045986367177585676
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,denoising,5,5,1,0.12038734406232834,0.13134749233722687,0.02484144144531064,0.011109430346159042
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,autoencoding,5,5,1,0.04124773610383272,0.04615088552236557,0.032041513780041116,0.014329400582833635
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,class_object,5,5,1,0.09310817420482635,0.08595645427703857,0.039397012281943436,0.017618879514563927
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,class_scene,5,5,1,0.08997278362512588,0.08214955776929855,0.03022426834357627,0.013516703717286301
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,curvature,5,5,1,0.06777321174740791,0.06742788106203079,0.017351596222255582,0.007759869734218406
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,depth_euclidean,5,5,1,0.06721230894327164,0.0630105584859848,0.02605266543717654,0.011651106182517204
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,depth_zbuffer,5,5,1,0.10029052495956421,0.10076434910297394,0.027194874708685198,0.012161917697641978
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,edge_occlusion,5,5,1,0.06682036742568016,0.060768745839595795,0.02061821242596543,0.00922074491179791
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,edge_texture,5,5,1,0.20363239645957948,0.18976227939128876,0.05827935414767201,0.026063319511795784
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,egomotion,5,5,1,0.10029927641153336,0.09495934098958969,0.027629149206653453,0.012356131157312301
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,fixated_pose,5,5,1,0.06643281616270542,0.05897889286279678,0.05006174988939116,0.02238829516505424
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,inpainting,5,5,1,0.0652199625968933,0.06112096086144447,0.028542089757413746,0.012764410583495523
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,jigsaw,5,5,1,0.11868802532553673,0.11975759267807007,0.04231284002271275,0.01892287732237189
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,keypoints2d,5,5,1,0.06333249509334564,0.08016476780176163,0.07303692022410402,0.03266310369766515
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,keypoints3d,5,5,1,0.10400112122297286,0.10018151998519897,0.02318202130900188,0.010367315100555372
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,nonfixated_pose,5,5,1,0.11707596629858016,0.11591154336929321,0.02604167893178115,0.011646192867937352
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,normal,5,5,1,0.07154371067881585,0.07292329519987106,0.03420539137167004,0.015297116060807794
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,point_matching,5,5,1,0.17821427583694457,0.16423185169696808,0.060740498107255826,0.027163976551004266
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,random_weights,5,5,1,0.05338384583592415,0.05343333259224892,0.014552528548729982,0.006508088615893319
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,reshading,5,5,1,0.14238634407520295,0.14038434624671936,0.033845468273299914,0.015136153557882207
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,room_layout,5,5,1,0.047875124216079715,0.044474001973867416,0.047111122288899174,0.021068734386856806
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,segment_semantic,5,5,1,0.06887407451868058,0.07287351787090302,0.017056640295214573,0.007627961433572372
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,segment_unsup25d,5,5,1,0.11076047718524933,0.1009429469704628,0.01785242380229577,0.007983846637013722
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,segment_unsup2d,5,5,1,0.2047201156616211,0.20755770802497864,0.050969332027937936,0.022794178236445285
laion-ventral,taskonomy_tasks,Taskonomy Encoders,crsa,vanishing_point,5,5,1,-0.010061169695109128,-0.014234209433197975,0.03537648724746132,0.015820846058095587
laion-ventral,taskonomy_tasks,Taskonomy Encoders,wrsa,denoising,5,5,1,0.19829870462417604,0.19346092641353607,0.057608145391594666,0.025763145830659383
laion-ventral,taskonomy_tasks,Taskonomy Encoders,wrsa,autoencoding,5,5,1,-0.04470224678516388,-0.09137140959501266,0.10208757627122321,0.04565495204012992
laion-ventral,taskonomy_tasks,Taskonomy Encoders,wrsa,class_object,5,5,1,0.3106688141822815,0.30107471346855164,0.08163498456894708,0.0365082749676624
laion-ventral,taskonomy_tasks,Taskonomy Encoders,wrsa,class_scene,5,5,1,0.2926138281822205,0.3000934422016144,0.05452640233989513,0.02438494844010182
