subject,model,eval_type,region,model_layer,model_layer_index,test_score,train_score,max_model_layer_index,selected_layer_fraction,score
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,wrsa,PPA,Conv2d-49,9,0.42671945691108704,0.22556956112384796,12,0.75,0.42671945691108704
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,wrsa,VWFA-1,Conv2d-49,9,0.3580333888530731,0.25036072731018066,12,0.75,0.3580333888530731
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,wrsa,VWFA-2,Conv2d-49,9,0.26065897941589355,0.09192758053541183,12,0.75,0.26065897941589355
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,wrsa,l-objects,Conv2d-49,9,0.43138211965560913,0.35183143615722656,12,0.75,0.43138211965560913
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,wrsa,laion-lateral,Conv2d-49,9,0.35952743887901306,0.24029432237148285,12,0.75,0.35952743887901306
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,wrsa,laion-ventral,Conv2d-49,9,0.4492553174495697,0.34002676606178284,12,0.75,0.4492553174495697
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,wrsa,mfs-words,Conv2d-49,9,0.33800262212753296,0.10631353408098221,12,0.75,0.33800262212753296
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,wrsa,otc,Conv2d-49,9,0.438400000333786,0.32345569133758545,12,0.75,0.438400000333786
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,wrsa,otc-category,Conv2d-49,9,0.5330830216407776,0.42794153094291687,12,0.75,0.5330830216407776
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,wrsa,otc-streams,Conv2d-49,9,0.4292680621147156,0.317419171333313,12,0.75,0.4292680621147156
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,wrsa,v-objects,Conv2d-49,9,0.6632488965988159,0.5115237832069397,12,0.75,0.6632488965988159
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,crsa,EBA,BatchNorm2d-39,3,0.08097921311855316,0.08215795457363129,12,0.25,0.08097921311855316
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,crsa,FBA,BatchNorm2d-39,3,0.060765817761421204,0.08988776057958603,12,0.25,0.060765817761421204
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,crsa,FFA-1,Conv2d-30,6,0.08745244145393372,0.0661943107843399,12,0.5,0.08745244145393372
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,crsa,FFA-2,Conv2d-44,8,0.058405883610248566,0.06981918215751648,12,0.6666666666666666,0.058405883610248566
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,crsa,OFA,Conv2d-30,6,0.09564561396837234,0.048830170184373856,12,0.5,0.09564561396837234
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,crsa,OPA,Conv2d-30,6,0.09857288748025894,0.10713917016983032,12,0.5,0.09857288748025894
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,crsa,PPA,BatchNorm2d-39,3,0.14688530564308167,0.14593835175037384,12,0.25,0.14688530564308167
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,crsa,VWFA-1,Conv2d-30,6,0.1180955097079277,0.08870841562747955,12,0.5,0.1180955097079277
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,crsa,VWFA-2,Conv2d-30,6,0.02954166941344738,0.020562520250678062,12,0.5,0.02954166941344738
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,crsa,l-objects,BatchNorm2d-39,3,0.1023901179432869,0.09613817185163498,12,0.25,0.1023901179432869
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,crsa,laion-lateral,Conv2d-30,6,0.11701437830924988,0.09592919051647186,12,0.5,0.11701437830924988
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,crsa,laion-ventral,Conv2d-30,6,0.17825505137443542,0.16404344141483307,12,0.5,0.17825505137443542
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,crsa,mfs-words,BatchNorm2d-39,3,0.07865999639034271,0.08138113468885422,12,0.25,0.07865999639034271
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,crsa,otc,Conv2d-30,6,0.16107679903507233,0.1439397931098938,12,0.5,0.16107679903507233
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,crsa,otc-category,BatchNorm2d-39,3,0.1675771176815033,0.18555760383605957,12,0.25,0.1675771176815033
